"s10"	"s11"	"s1"	"s12"	"s13"	"s14"	"s15"	"s16"	"s17"	"s18"	"s19"	"s20"	"s21"	"s2"	"s22"	"s23"	"s24"	"s25"	"s26"	"s27"	"s28"	"s29"	"s30"	"s3"	"s32"	"s34"	"s35"	"s36"	"s37"	"s38"	"s39"	"s40"	"s41"	"s4"	"s5"	"s6"	"s7"	"s9"	"ss11"	"ss1"	"ss12"	"ss13"	"ss14"	"ss15"	"ss16"	"ss18"	"ss19"	"ss21"	"ss2"	"ss23"	"ss24"	"ss25"	"ss26"	"ss27"	"ss28"	"ss29"	"ss30"	"ss3"	"ss4"	"ss5"	"ss7"	"ss8"	"ss9"
"Lacticaseibacillus_(Lacticaseibacillus)"	0.00547945205479452	0	1.99920031987205	0	0	0.00101256184221451	0	25.9366148255037	0.165910408379475	0.17697019736882	0	0	0	0.380379480693735	0	0	0	0	0	0	0.227830321708949	0	0	0.00109494845530147	0.0225995362182133	6.45325507576211	0	0	0	9.80568722271695	0	0	0	0	0	0	0	0	0	0.00197269786159552	0	5.71384166716187e-05	0	0	0	0	0	0.000330954870993791	0	0	0	0	0	0	0.00328143201693219	0	0	0.00177799362055889	4.85224477944558e-05	0	0	0	0
"Lacticaseibacillus_bacterium"	0	0	0	0	0	0	0	0	0	0.000607101877766108	0	0	0	0.000320995342357582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00878520571357833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus camelliae"	0	0	0	0	0	0	0	0.00356296652592949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus casei"	0	0	0.00235200037632006	0	0	0	0	0.0944186129371315	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131760196442475	0	0	0	0.0171710838947213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus delbrueckii subsp. lactis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000998318831088447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus pantheris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199663766217689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus paracasei"	0	0	0.00235200037632006	0	0	0	0	0.00534444978889423	0	0.000303550938883054	0	0	0	0.000641990684715165	0	0	0	0	0	0	0.000737314956986889	0	0	0	0	0.00898364975744146	0	0	0	0.00978352454466678	0	0	0	0	0	0	0	0	0	0.00197269786159552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29226435312691e-05	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus paracasei N1115"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000641990684715165	0	0	0	0	0	0	0	0	0	0	0	0.0059890998382943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus plantarum"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus rhamnosus"	0.073972602739726	0	1.5828962532634	0	0	0	0	21.7911032725848	0.00399784116577048	0.127036067922558	0	0	0	0.236573567317538	0	0	0	0	0	0	0.229304951622922	0	0	0	0.00229270657286221	2.29083068814757	0	0	0	4.88677067817795	0	0	0	0.073252406864797	0	0	0	0	0	0	0	0	0	0	7.38095897109432e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000330198815246651	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus rhamnosus R0011"	0	0	0.0282240045158407	0	0	0	0	0.45427823205601	0	0.00182130563329832	0	0	0	0.00320995342357582	0	0	0	0	0	0	0.00423956100267461	0	0	0	0	0	0	0	0	0.090647349862831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus sp."	0	0	0	0	0	0	0	0.0748222970445193	0	0	0	0	0	0.00128398136943033	0	0	0	0	0	0	0	0	0	0	0.000109176503469629	0	0	0	0	0.0185687302582451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus sp. 5-1-2"	0	0	0	0	0	0	0	0.0124703828407532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00159731012974152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus sp. CR-609S"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000598991298653068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus sp. lab11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000798655064870758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus sp. N1-5-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199663766217689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus sp. N3-1-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000998318831088447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus sp. N4-6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199663766217689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus sp. N4-9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00419293909057148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus sp. PLA6"	0	0	0	0	0	0	0	0.00356296652592949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus sp. rennanqilyf8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000320995342357582	0	0	0	0	0	0	0	0	0	0	0	0.00299454991914715	0	0	0	0.000199663766217689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus sp. THK-19.1"	0	0	0	0	0	0	0	0.00178148326296474	0	0	0	0	0	0.000320995342357582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199663766217689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_Lactobacillus zeae"	0	0	0	0	0	0	0	0.650241390982132	0	0.000607101877766108	0	0	0	0	0	0	0	0	0	0	0.00737314956986889	0	0	0	0	0	0	0	0	0.000998318831088447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_uncultured Bacillus sp."	0	0	0	0	0	0	0	0	0	0.0022766320416229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000598991298653068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6199726595381e-05	0	0	0	0	0
"Lacticaseibacillus_uncultured compost bacterium"	0	0	0	0	0	0.00101256184221451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184328739246722	0	0	0	0	0	0	0	0	0.00199663766217689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_uncultured Lactobacillus sp."	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacticaseibacillus_uncultured organism"	0	0	0	0	0	0	0	0.00178148326296474	0	0	0	0	0	0.000320995342357582	0	0	0	0	0	0	0.000184328739246722	0	0	0	0.000109176503469629	0.0119781996765886	0	0	0	0.0385351068800141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactiplantibacillus_(Lactiplantibacillus)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128398136943033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283522548029119	0	0	0	0	0	0	0.000568861381280763	0	0	0	0	5.71384166716187e-05	0	0.00684415851071111	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5399908865127e-05	0	0	0	0	0
"Lactiplantibacillus_Lactobacillus pentosus"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000426646035960572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactiplantibacillus_Lactobacillus plantarum"	0	0	0	0	0	0	0	0	0	0.00151775469441527	0	0	0	0.00128398136943033	0	0	0	0	0	0.000109465599887907	0.000184328739246722	0	0	0	0.000109176503469629	0	0	0	0	0.00159731012974152	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00684415851071111	0	0	0	0	0	0	0	0	0	0	0	0	6.29226435312691e-05	2.5399908865127e-05	9.70448955889116e-06	0	0	0	0
"Lactiplantibacillus_Lactobacillus sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199663766217689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactiplantibacillus_Lactobacillus sp. LB12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330954870993791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactiplantibacillus_uncultured Bacillus sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000598991298653068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactiplantibacillus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000598991298653068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactiplantibacillus_uncultured Lactobacillus sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00231707945007981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactiplantibacillus_uncultured organism"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29226435312691e-05	0	0	0	0	0	0
"Lactobacillus_(Lactobacillus)"	0.0328767123287671	0	0	0.152749490835031	0	0.0461728200049818	0.00557033240958654	0	0.239870469946229	13.3082802625109	0	0	0.601375497997214	0.00770388821658198	0	0	0	0.013226638449838	0.0014255980383771	3.89719428720927	8.20428785513236	0.000499800079968013	0	0	0.15328381087136	33.2964005509972	0	0.00398930865281047	0	7.09325495864963	0	0.25974025974026	0.000267276532318633	0.00784847216408539	2.28066918482954e-05	0.399637044616484	0.000142215345320191	0	0.000488147942299518	0.240669139114653	1.54440154440154	0.00108562991676075	0	0	0.000811905486820375	0.00346494343479843	0.0180526438388074	0.0205192020016151	0.00555836414696315	0	0.395074064821754	0.0342788585140115	0.000512785669691675	0	0	0	0.000251690574125076	0.00685797539358429	0.000436702030150102	0	0.716403162055336	0.0109069095271855	0.00828393428403662
"Lactobacillus_bacterium EM-2014-83"	0	0	0	0	0	0	0	0	0	0.000455326408324581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_bacterium ic1256"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus acetotolerans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184328739246722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus acidophilus"	0	0	0	0	0	0	0	0	0	0.0837800591317229	0	0	0	0	0	0	0.00025745327223109	0	0	0.000875724799103258	0.0106910668763099	0	0	0	0	0.0059890998382943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus amylolyticus"	0	0	0	0	0	0	0	0	0	0.000303550938883054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus amylovorus GRL 1112"	0	0	0	0	0	0	0	0	0	0.000607101877766108	0	0	0	0	0	0	0	0	0	0	0.000184328739246722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00185046400384896	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus colini"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus crispatus"	0	0	0	0	0	0	0	0	0	0.0273195844994749	0	0	0	0	0	0	0	0	0	0.000656793599327443	0.00368657478493444	0	0	0	0	0	0	0	0	0.000399327532435379	0	0	0	0	0	0	0	0	0	0	0	5.71384166716187e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5399908865127e-05	0	0	0	0	0
"Lactobacillus_Lactobacillus delbrueckii"	0	0	0	0	0	0.00324019789508644	0	0	0	0	0	0	0	0.000962986027072747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00259562896082996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126999544325635	0	0	0	0	0
"Lactobacillus_Lactobacillus delbrueckii subsp. lactis"	0	0	0	0	0	0.000202512368442903	0	0	0	0.0016695301638568	0	0	0	0	0	0	0	0	0	0	0.0016589586532205	0	0	0	0	0	0	0	0	0.000399327532435379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus gallinarum"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus gasseri"	0	0	0	0	0	0	0	0	0	3.01365372123096	0	0	0	0	0	0	0	0	0	1.46574438249908	3.88915206936659	0	0	0	0.0710739037587287	13.7629514284003	0	0	0	2.74038519133779	0	0	0.000178184354879089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5399908865127e-05	0	0	0	0	0
"Lactobacillus_Lactobacillus helveticus"	0	0	0	0	0	0	0	0	0	0.0206414638440477	0	0	0	0	0	0	0	0	0	0.000766259199215351	0.0016589586532205	0	0	0	0	0	0	0.00398930865281047	0	0.000998318831088447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0.00601400801250914	0	0	0	0	0	0	0	9.70448955889116e-06	0	0	0	0
"Lactobacillus_Lactobacillus hominis"	0	0	0	0	0	0	0	0	0	0.0303550938883054	0	0	0	0	0	0	0	0	0	0.00667740159316234	0.0208291475348796	0	0	0	0.00152847104857481	0.0688746481403845	0	0	0	0.0267549446731704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus iners DSM 13335"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0.00107966875762516	0	0	0	0	0	0	0	0	0	0	0	0	0.038929148948913	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00591809358478655	0	0	0	0	0	0	0	0	0	0	0	0.00142828577141715	0	0	0	0	0	0	0	0	0.00494071146245059	0	0
"Lactobacillus_Lactobacillus johnsonii"	0	0	0	0	0	0	0	0	0	0.000303550938883054	0	0	0	0	0	0	0	0	0	0.000437862399551629	0.000552986217740166	0	0	0	0	0	0	0	0	0.000798655064870758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus kefiranofaciens ZW3"	0	0	0	0	0	0	0	0	0	0.00121420375553222	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus prophage Lj928"	0	0	0	0	0	0	0	0	0	0.0130526903719713	0	0	0	0	0	0	0	0	0	0.00952350719024793	0.0291239408009821	0	0	0	0	0.00898364975744146	0	0	0	0.129382120509063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Lactobacillus_Lactobacillus psittaci"	0	0	0	0	0	0	0	0	0	0.00121420375553222	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus rodentium"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus sp. AcjLac14"	0	0	0	0	0	0	0	0	0	0.000455326408324581	0	0	0	0	0	0	0	0	0	0	0.000368657478493444	0	0	0	0	0	0	0	0	0.000598991298653068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus sp. KLDS 1.0712"	0	0	0	0	0	0	0	0	0	0.000455326408324581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus sp. M20"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus sp. MWBPC 1-3-1"	0	0	0	0	0	0	0	0	0	0.000910652816649162	0	0	0	0	0	0	0	0	0	0	0.000184328739246722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_Lactobacillus ultunensis DSM 16047"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_uncultured Bacillus sp."	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_uncultured bacterium"	0	0	0	0	0	0.00121507421065742	0.000278516620479327	0	0	0.0921277099510069	0	0	0	0	0	0	0	0	0	0.023644569575788	0.0648837162148462	0	0	0	0.00327529510408888	0.341378690782775	0	0	0	0.049516614021987	0	0	8.90921774395443e-05	0	0	0	0	0	0	0.00197269786159552	0	0	0	0	0	0	0.00043675751222921	0	0	0	0.00231308000481121	0	0	0	0	0	0.000125845287062538	2.5399908865127e-05	3.88179582355646e-05	0	0	0	0
"Lactobacillus_uncultured compost bacterium"	0	0	0	0	0	0	0	0	0	0.000455326408324581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_uncultured Firmicutes bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_uncultured Lactobacillaceae bacterium"	0	0	0	0	0	0	0	0	0	0.00576746783877803	0	0	0	0	0	0	0	0	0	0	0.00147462991397378	0	0	0	0.000327529510408888	0.0329400491106187	0	0	0	0.00199663766217689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_uncultured Lactobacillus sp."	0	0	0	0	0	0.000405024736885805	0	0	0	0.00409793767492123	0	0	0	0	0	0	0.00025745327223109	0	0	0.000656793599327443	0.00110597243548033	0	0	0	0.000655059020817776	0	0	0	0	0.000598991298653068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus_uncultured organism"	0	0	0	0	0	0	0	0	0	0.00607101877766108	0	0	0	0	0	0	0	0	0	2.30162370324314	0.00755747830911561	0	0	0	0	0.00299454991914715	0	0	0	0.00818621441492526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000380998632976905	0	0	0	0	0
"Lactococcus_(Lactococcus)"	0	0	0	0	0	0.0253140460553628	0	0	0	0.000910652816649162	0	0	0	0.000320995342357582	0	0	0.00025745327223109	0	0	0	0	0	0	0	0.000545882517348146	0.0419236988680601	0	0.00398930865281047	0	0	0	0	0	0	0	0	0	0	0.000313809391478262	0.0493174465398879	0	0	0	0	0	0	0	0	0	0	0	0.0585597166281029	0	0	0	0	0.000817994365906498	0	1.94089791177823e-05	0.00454173857752748	0	0	0.00207098357100915
"Lactococcus_bacterium 5_25as"	0	0	0	0	0	0	0.000557033240958654	0	0	0	0	7.23576435720364e-05	0	0.000320995342357582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5399908865127e-05	0	0	0	0	0
"Lactococcus_bacterium NXKED9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	0
"Lactococcus_Lactococcus lactis"	0	0	0	0	0	0.000405024736885805	0	0	0	0.000758877347207635	0	7.23576435720364e-05	0	0	0	0.0189969604863222	0.00025745327223109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0512901444014835	0	0	0	0	0	0	0	0	0	0	0	0.00142828577141715	0	0	0	0	0.00239106045418823	5.0799817730254e-05	0	0.0060556514367033	0	0	6.09112815002692e-05
"Lactococcus_Lactococcus nasutitermitis"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29226435312691e-05	0	0	0	0	0	0
"Lactococcus_Lactococcus sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000320995342357582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
