"B19"	"B20"	"B24"	"B25"	"B27"	"B28"	"X301_11"	"X301_12"	"X301_13"	"X301_15"	"X301_21"	"X301_22"	"X310_3"	"X301_5"	"X301_6"	"X301_8"	"X301_9"	"B32"	"B36"	"B37"	"B4"	"B5"	"B7"	"B9"	"X301_23"	"B26"	"B31"
"Odoribacter_uncultured organism"	0.023587130861402	0	0	0	0	0	0.00300399531376731	0.00342137676200903	0.00210802948430572	0	0	0	0	0.00529529030650386	0.0147097900770603	0.000469080115131024	0.00207542079156549	0	0	0	0	0	0	0.000314244054502489	0.000576387275497156	3.5930420023017e-05	0
"Odoribacter_unidentified"	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0	0.00237254678662263	0	0	0	0	0	0	0	0	0	0	0	0
"Oerskovia_(Oerskovia)"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oerskovia_Oerskovia turbata"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0.000314244054502489	0	0	0
"Oerskovia_uncultured bacterium"	0	0	0	0	0	0	0.00150199765688366	0	0	0.000810783419479072	0	0	0	0	0.000474509357324526	0.000469080115131024	0	0	0	0	0	0	0	0	0	0	0.000848385098964122
"Ohtaekwangia_(Ohtaekwangia)"	0	0	0	0	0	0	0	0	0	0	0	0	0.00202496785363532	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Ohtaekwangia_Chryseolinea flava"	0	0	0	0	0	0	0	0	0	0	0	0	0.00202496785363532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ohtaekwangia_metagenome"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0.00202496785363532	0.000311487665088462	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Ohtaekwangia_Ohtaekwangia koreensis"	0	0	0	0	0	0	0	0	0	0	0	0	0.00404993570727065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ohtaekwangia_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0.0384743892190711	0	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Ohtaekwangia_uncultured soil bacterium"	0	0	0	0	0	0	0	0	0.00140535298953715	0	0	0	0.0161997428290826	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oikopleura_(Oikopleura)"	0	0	0	0	0	0	0.00150199765688366	0	0.000351338247384287	0	0	0	0	0.000934462995265387	0	0.000562896138157228	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Oikopleura_metagenome"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00415084158313098	0	0	0	0	0	0	0	0	0	0
"Oikopleura_Oikopleura dioica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0.000187632046052409	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Oikopleura_uncultured bacterium"	0	0	0	0	0	0	0.00750998828441828	0	0.00175669123692143	0	0	0	0	0	0.000949018714649053	0.000281448069078614	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Okibacterium sp._(Okibacterium sp.)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Okibacterium_(Okibacterium)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Okibacterium_Okibacterium endophyticum"	0	0	0.0165830604037975	0	0	0	0.00450599297065097	0.00342137676200903	0.00210802948430572	0.0162156683895814	0	0	0.00101248392681766	0.000934462995265387	0.00237254678662263	0.000938160230262047	0.00415084158313098	0	0.0339673913043478	0	0	0	0	0	0.000798074689149909	7.18608400460341e-05	0.00169677019792824
"Okibacterium_Okibacterium fritillariae"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OLB12_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0.000622975330176925	0.000474509357324526	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"OLB13_(OLB13)"	0	0	0.00207288255047469	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0.000187632046052409	0	0	0	0.000344714662438167	0	0	0	0	0	0	0
"OLB13_uncultured bacterium"	0	0	0.00207288255047469	0	0	0	0	0	0	0.00162156683895814	0	0	0	0	0	0.000187632046052409	0.00207542079156549	0	0	0.000344714662438167	0	0	0	0	0	0	0
"OLB17_Acidobacteria bacterium OLB17"	0	0	0	0	0	0	0	0.00171068838100452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OLB17_uncultured bacterium"	0	0	0	0	0	0	0.00150199765688366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oleiphilus_Oleiphilus sp. HI0009"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Oleispira_(Oleispira)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00284705614394716	0	0	0	0	0	0	0	0	0	0	0	0
"Oleispira_Oleispira antarctica RB-8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Oleispira_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Oleispira_uncultured gamma proteobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142352807197358	0	0	0	0	0	0	0	0	0	0	0	0
"Oleispira_uncultured Oceanospirillales bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00189803742929811	0	0	0	0	0	0	0	0	0	0	0	0
"Oligella_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oligoflexus_(Oligoflexus)"	0.0047174261722804	0.000298393449666993	0.00829153020189876	0	0	0	0.00300399531376731	0.00513206514301355	0.00421605896861144	0.00162156683895814	0	0.00290701899736915	0	0.00872165462247695	0.00237254678662263	0.000844344207235842	0.0145279455409584	0.000823180770497201	0	0	0	0.0101988781234064	0	0	0.00159614937829982	3.5930420023017e-05	0
"Oligoflexus_metagenome"	0	0	0.00414576510094938	0	0	0	0.00150199765688366	0.00513206514301355	0.000702676494768574	0.000810783419479072	0	0	0	0.00467231497632694	0.00237254678662263	0.000375264092104819	0.00622626237469647	0.000823180770497201	0	0	0	0.0101988781234064	0	0	0.000532049792766606	0	0
"Oligoflexus_Oligoflexus tunisiensis"	0	0	0.00414576510094938	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Oligoflexus_Thymallus thymallus (grayling)"	0	0	0.00414576510094938	0	0	0	0	0	0.00105401474215286	0	0	0	0	0.000934462995265387	0	0.000469080115131024	0.00207542079156549	0	0	0	0	0	0	0	8.86749654611009e-05	7.18608400460341e-05	0
"Oligoflexus_uncultured bacterium"	0	0.000895180349000979	0.0248745906056963	0	0	0	0.00300399531376731	0.00342137676200903	0.00667542670030145	0.00121617512921861	0	0.00290701899736915	0.00404993570727065	0.00560677797159232	0.00142352807197358	0.0020639525065765	0	0	0	0	0	0	0	0	0.000532049792766606	7.18608400460341e-05	0
"Oligoflexus_uncultured delta proteobacterium"	0	0	0.00207288255047469	0	0	0	0.00150199765688366	0	0	0.00162156683895814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000709399723688808	3.5930420023017e-05	0
"Oligoflexus_uncultured Desulfocurvus sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000949018714649053	0	0	0	0	0	0	0	0	0	0	0	0
"Oligoflexus_uncultured proteobacterium"	0	0	0	0	0	0	0	0.00171068838100452	0.000702676494768574	0	0	0	0	0.00373785198106155	0.000949018714649053	9.38160230262047e-05	0.00207542079156549	0	0	0	0	0	0	0	0.000221687413652752	0	0
"Olivibacter_Olivibacter ginsengisoli"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Olivibacter_Olivibacter sp. TMCC 8258"	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Olivibacter_Olivibacter sp. XZL5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Olleya_Gelidibacter sp. UL5"	0.0188697046891216	0	0	0	0	0	0	0	0	0.00202695854869768	0	0	0	0	0	0.000562896138157228	0	0	0	0	0	0	0	0	0.000177349930922202	0	0
"Olsenella_(Olsenella)"	0	0	0.00829153020189876	0	0	0	0.00150199765688366	0.00342137676200903	0.0101888091741443	0.00202695854869768	0	0.00872105699210744	0.00202496785363532	0.000311487665088462	0.00237254678662263	0.000281448069078614	0	0.00329272308198881	0	0	0	0	0.00196390345450618	0.00188546432701493	0.00195084924014422	0.865384166254365	0
"Olsenella_bacterium enrichment culture clone R3-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Olsenella_Eubacterium sp. cL-10-1-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0.000251512940161119	0
"Olsenella_Olsenella genomosp. C1"	0	0	0	0	0	0	0	0	0	0	0	0.00726754749342287	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00927004836593839	0
"Olsenella_Olsenella profusa"	0	0	0	0	0	0	0	0	0.00491873546338001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.606900724608781	0
"Olsenella_Olsenella scatoligenes"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00247919898158817	0
"Olsenella_Olsenella sp. GAM18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179652100115085	0
"Olsenella_Olsenella sp. Marseille-P2300"	0	0	0	0	0	0	0	0.00171068838100452	0	0.000810783419479072	0	0	0	0	0.000474509357324526	0.000844344207235842	0	0	0	0	0	0	0	0	0.000133012448191651	7.18608400460341e-05	0
"Olsenella_Olsenella sp. Marseille-P2912"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Olsenella_Olsenella sp. Marseille-P3197"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00445537208285411	0
"Olsenella_Olsenella sp. oral taxon 807"	0	0	0.0207288255047469	0	0	0	0.00750998828441828	0.00171068838100452	0.00843211793722288	0.00405391709739536	0	0	0.00202496785363532	0.000934462995265387	0.0071176403598679	0	0	0.00576226539348041	0	0	0	0	0	0.000628488109004978	0.00425639834213285	0.735100463250905	0.00169677019792824
"Olsenella_Olsenella sp. SIT9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00265885108170326	0
"Olsenella_Olsenella uli DSM 7084"	0	0	0.00207288255047469	0	0	0	0	0	0.00421605896861144	0	0	0	0	0	0.00142352807197358	0	0	0.000823180770497201	0	0	0	0	0.00196390345450618	0.00188546432701493	0.000354699861844404	0.196611258365949	0
"Olsenella_Olsenella umbonata"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0.00145350949868457	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0.00937783962600744	0
"Olsenella_uncultured actinobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000610817140391289	0
"Olsenella_uncultured Atopobium sp."	0	0	0	0	0	0	0	0	0	0	0	0.00145350949868457	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136535596087465	0
"Olsenella_uncultured bacterium"	0	0	0	0	0	0	0	0	0.00105401474215286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133012448191651	0.0217379041139253	0
"Olsenella_uncultured Olsenella sp."	0	0	0	0	0	0	0	0	0.00316204422645858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0.10038959354431	0
"Olsenella_uncultured rumen bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000503025880322238	0
"Olsenella_unidentified"	0	0	0	0	0	0	0	0	0.00105401474215286	0	0	0	0	0	0	0	0	0.000823180770497201	0	0	0	0	0	0	0.000177349930922202	0.157267448440746	0
"OM27 clade_(OM27 clade)"	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0.000934462995265387	0.000474509357324526	0	0	0	0	0	0	0	0	0	0.000133012448191651	0	0
"OM27 clade_metagenome"	0	0	0.00207288255047469	0	0	0	0	0	0.000702676494768574	0	0	0	0	0.00373785198106155	0	9.38160230262047e-05	0	0	0	0	0	0	0	0.000628488109004978	0.000221687413652752	3.5930420023017e-05	0
"OM27 clade_uncultured bacterium"	0	0	0	0	0	0	0.00300399531376731	0	0	0.00162156683895814	0	0	0	0.000622975330176925	0.00189803742929811	0.000656712161183433	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"OM27 clade_uncultured delta proteobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"OM27 clade_uncultured marine bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"OM27 clade_uncultured Myxococcales bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18608400460341e-05	0
"OM43 clade_(OM43 clade)"	0	0.000298393449666993	0.00414576510094938	0	0	0	0.00150199765688366	0	0	0	0	0	0	0.00155743832544231	0.00142352807197358	0	0.00415084158313098	0	0	0	0	0	0	0	0.000266024896383303	0	0
"OM43 clade_Methylophilales bacterium BACL14 MAG-120920-bin58"	0	0	0	0	0	0	0	0.00171068838100452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OM43 clade_Methylophilales bacterium HTCC2181"	0	0	0.00207288255047469	0	0	0	0.00450599297065097	0.00342137676200903	0.00105401474215286	0	0	0	0	0.00155743832544231	0.00521960293056979	0.000187632046052409	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"OM43 clade_Methylophilales bacterium MBRSF5"	0	0	0.00207288255047469	0	0	0	0	0	0	0.00202695854869768	0	0	0	0.000622975330176925	0.00284705614394716	0.000281448069078614	0.00415084158313098	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"OM43 clade_uncultured bacterium"	0	0.000298393449666993	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0.000474509357324526	0.000187632046052409	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"OM43 clade_uncultured beta proteobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"OM43 clade_uncultured Methylobacillus sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"OM43 clade_uncultured organism"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00373785198106155	0	0	0	0	0	0	0	0	0	0	0	0	0
"Opitutus_(Opitutus)"	0	0	0.00621864765142407	0.000133227994399095	0	0	0	0	0.00316204422645858	0.00405391709739536	0	0.00145350949868457	0.00101248392681766	0.00280338898579616	0.00379607485859621	0.00103197625328825	0	0	0	0	0	0	0	0.000628488109004978	0.000487712310036055	7.18608400460341e-05	0
"Opitutus_metagenome"	0	0	0.00621864765142407	0	0.00248391663975757	0.0142490738102023	0.00300399531376731	0.00171068838100452	0.00210802948430572	0.00486470051687443	0	0	0.00303745178045299	0.0074757039621231	0.00616862164521884	0.00262684864473373	0.00622626237469647	0	0	0	0	0.0203977562468129	0	0	0.00088674965461101	0	0.000848385098964122
"Opitutus_Opitutus terrae PB90-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0.000474509357324526	0.000187632046052409	0.00207542079156549	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Opitutus_uncultured bacterium"	0	0	0	0.000133227994399095	0	0	0.00150199765688366	0.00171068838100452	0.00281070597907429	0.00121617512921861	0	0	0	0.00280338898579616	0.00427058421592074	0.000562896138157228	0	0	0	0	0	0	0	0.000314244054502489	0.000266024896383303	0	0
"Opitutus_uncultured Opitutus sp."	0	0	0	0	0	0	0	0	0.00210802948430572	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0.000177349930922202	3.5930420023017e-05	0
"Opitutus_uncultured Verrucomicrobia bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Opitutus_Verrucomicrobia bacterium"	0	0	0	0	0	0	0	0	0	0	0	0.00145350949868457	0	0	0	0.000750528184209638	0	0	0	0	0	0	0	0	8.86749654611009e-05	3.5930420023017e-05	0
"Oribacterium_(Oribacterium)"	0	0	0.0165830604037975	0	0.00248391663975757	0	0.00300399531376731	0	0.000351338247384287	0.000810783419479072	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0.00196390345450618	0.000628488109004978	0.00141879944737762	0.0346009944821654	0
"Oribacterium_bacterium YE55"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Oribacterium_Eubacterium sp. oral clone JN088"	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221687413652752	0	0
"Oribacterium_Lachnospiraceae oral clone MCE9_31"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000314244054502489	0	0.0109947085270432	0
"Oribacterium_Oribacterium parvum ACB1"	0	0	0.00414576510094938	0	0	0	0	0.00171068838100452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177349930922202	0.000179652100115085	0
"Oribacterium_Oribacterium sinus"	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000310362379113853	3.5930420023017e-05	0
"Oribacterium_Oribacterium sp. oral taxon 078 str. F0262"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00196390345450618	0	0.000133012448191651	0.0194024268124292	0
"Oribacterium_uncultured bacterium"	0	0	0.00414576510094938	0	0	0	0	0.00171068838100452	0	0.000810783419479072	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0.000314244054502489	0.000753737206419358	0.00441944166283109	0
"Oribacterium_uncultured Lachnospiraceae bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0.000790469240506375	0
"Oribacterium_uncultured organism"	0	0	0.00207288255047469	0	0.00248391663975757	0	0.00300399531376731	0	0	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0.000487712310036055	3.5930420023017e-05	0
"Oribacterium_uncultured rumen bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0.000133012448191651	3.5930420023017e-05	0
"Oribacterium_uncultured rumen bacterium 4C28d-17"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0.000311487665088462	0.00142352807197358	0	0	0	0	0	0	0	0	0	0	0	0
"Oricola_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Ornithinibacillus_Ornithinibacillus sp. R-27028"	0	0	0	0	0	0	0	0.00171068838100452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ornithinibacter_uncultured bacterium"	0	0	0	0	0	0	0	0.00171068838100452	0	0.00202695854869768	0	0	0.00101248392681766	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ornithinicoccus_(Ornithinicoccus)"	0	0	0.00207288255047469	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0.000949018714649053	0.000562896138157228	0	0	0.0339673913043478	0	0	0	0	0	8.86749654611009e-05	0	0
"Ornithinicoccus_Ornithinicoccus halotolerans"	0.00943485234456081	0	0.0124372953028481	0	0	0.0142490738102023	0.0105139835981856	0.0102641302860271	0.00562141195814859	0.00851322590453025	0	0	0.00101248392681766	0.00311487665088463	0.00664313100254337	0.000938160230262047	0.00415084158313098	0	0.0339673913043478	0	0	0	0	0	8.86749654611009e-05	0.000143721680092068	0.00169677019792824
"Ornithinicoccus_Ornithinicoccus hortensis"	0	0	0.00207288255047469	0	0	0	0.00450599297065097	0	0.00140535298953715	0.000810783419479072	0	0	0	0.00186892599053077	0	0.00121960829934066	0.00415084158313098	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Ornithinicoccus_uncultured bacterium"	0	0	0	0	0.00496783327951514	0	0.00150199765688366	0	0.00210802948430572	0.00121617512921861	0	0.00290701899736915	0	0.000311487665088462	0	0.000281448069078614	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Ornithinicoccus_uncultured compost bacterium"	0	0	0	0	0	0	0	0	0.000351338247384287	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ornithinimicrobium_(Ornithinimicrobium)"	0.00943485234456081	0.000298393449666993	0.0103644127523734	0.000133227994399095	0.0149034998385454	0.0142490738102023	0.0150199765688366	0.049609963049131	0.0137021916479872	0.0202695854869768	0	0.00145350949868457	0	0.020869673560927	0.0303685988687697	0.00243921659868132	0.0166033663325239	0	0	0.0010341439873145	0.107066381156317	0	0	0	0.000399037344574954	0.000107791260069051	0.00424192549482061
"Ornithinimicrobium_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142352807197358	0	0	0	0	0	0	0	0	0	0	0	0
"Ornithinimicrobium_Ornithinicoccus sp. TUT1253"	0	0	0	0	0.00248391663975757	0	0.00150199765688366	0	0.000351338247384287	0.000810783419479072	0	0	0	0.000622975330176925	0	0.000562896138157228	0	0	0	0	0	0	0.000981951727253088	0	0	0	0
"Ornithinimicrobium_Ornithinimicrobium algicola"	0	0	0	0	0.00745174991927271	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ornithinimicrobium_Ornithinimicrobium flavum"	0.0047174261722804	0	0.0124372953028481	0.000133227994399095	0	0.0142490738102023	0.0150199765688366	0.0171068838100452	0.00597275020553287	0.0239181108746326	0	0	0	0.0165088462496885	0.0147097900770603	0.00168868841447168	0.00415084158313098	0	0	0	0	0.0101988781234064	0	0.000628488109004978	0.000532049792766606	0.000251512940161119	0.00254515529689237
"Ornithinimicrobium_Ornithinimicrobium humiphilum"	0	0.000298393449666993	0	0.000133227994399095	0.00248391663975757	0	0.00150199765688366	0.00855344190502258	0.00245936773169001	0.00202695854869768	0	0	0	0.000311487665088462	0.00142352807197358	0.000469080115131024	0.00207542079156549	0	0	0	0	0	0	0	0	0	0.000848385098964122
"Ornithinimicrobium_Ornithinimicrobium kibberense"	0	0	0	0	0	0	0.00150199765688366	0.00171068838100452	0.000702676494768574	0.000405391709739536	0	0	0	0.00124595066035385	0	0.000187632046052409	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Ornithinimicrobium_Ornithinimicrobium pekingense"	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ornithinimicrobium_Ornithinimicrobium sp."	0	0	0	0	0	0	0.00150199765688366	0	0	0.00121617512921861	0	0	0	0	0.00142352807197358	0	0	0	0	0	0	0	0	0	0	0	0
"Ornithinimicrobium_Ornithinimicrobium sp. AMA3305"	0	0.000298393449666993	0.0103644127523734	0	0	0	0.0150199765688366	0.0153961954290406	0.00737810319507002	0.00891861761426979	0	0.00145350949868457	0	0.0133939695988039	0.0156588087917094	0.000844344207235842	0.0145279455409584	0	0	0	0.107066381156317	0	0	0.000314244054502489	0.000310362379113853	0.000107791260069051	0.00339354039585649
"Ornithinimicrobium_Ornithinimicrobium sp. CPCC 203383"	0	0	0	0	0	0	0.00300399531376731	0.0153961954290406	0.00140535298953715	0.00486470051687443	0	0	0	0.00186892599053077	0.00806665907451695	0.000844344207235842	0.00207542079156549	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Ornithinimicrobium_Ornithinimicrobium sp. DCY118"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000281448069078614	0	0	0	0	0	0	0	0	0	0	0
"Ornithinimicrobium_Ornithinimicrobium sp. EF2C-B618"	0	0	0.00207288255047469	0	0.00248391663975757	0	0.00450599297065097	0.00171068838100452	0	0.000405391709739536	0	0	0	0.000311487665088462	0.00142352807197358	9.38160230262047e-05	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Ornithinimicrobium_Ornithinimicrobium sp. L5"	0	0	0	0	0	0	0.00150199765688366	0	0.000351338247384287	0.000405391709739536	0	0	0	0.00218041365561924	0	0.000375264092104819	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Ornithinimicrobium_Ornithinimicrobium sp. THG-GM43"	0	0	0	0	0.00248391663975757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000848385098964122
"Ornithinimicrobium_Ornithinimicrobium sp. X1C"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ornithinimicrobium_Ornithinimicrobium tianjinense"	0	0	0	0	0	0	0	0	0	0.000810783419479072	0	0.00145350949868457	0	0	0	0	0	0	0	0.0010341439873145	0	0	0	0	0	0	0
"Ornithinimicrobium_Serinicoccus sp."	0	0	0	0	0	0	0.00150199765688366	0.00684275352401807	0.000702676494768574	0.000405391709739536	0	0	0	0.00342636431597309	0.000949018714649053	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0.00339354039585649
"Ornithinimicrobium_Serinicoccus sp. SJ2-8"	0	0.000298393449666993	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ornithinimicrobium_uncultured bacterium"	0	0	0	0	0	0	0	0.00513206514301355	0.00245936773169001	0.00364852538765582	0	0	0	0.0024919013207077	0.00332156550127169	0.000375264092104819	0.00830168316626196	0	0	0	0	0	0	0	0.000133012448191651	3.5930420023017e-05	0.00169677019792824
"Ornithinimicrobium_uncultured organism"	0.00943485234456081	0	0	0	0	0	0	0.00342137676200903	0	0.00324313367791629	0	0	0	0.00155743832544231	0.00284705614394716	0	0	0	0	0	0	0	0	0	0	0	0
"Ornithobacterium_Ornithobacterium rhinotracheale"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Ornithobacterium_Ornithobacterium rhinotracheale ORT-UMN 88"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
